Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes,Release Year,Profit,ROI
Big Trouble,7262288.0,8488871.0,20331557.5,45000000.0,2002-04-05,pg-13,107.0,walt disney pictures,based on book/short story,comedy,contemporary fiction,barry sonnenfeld,48.0,6.3,11610.0,2002.0,-36511129.0,-81.13584222222222
Billy Elliot,21995263.0,109280263.0,20331557.5,5000000.0,2000-10-13,pg-13,110.0,focus features,original screenplay,drama,contemporary fiction,stephen daldry,85.0,7.7,38403.0,2000.0,104280263.0,2085.6052600000003
Birth,5005899.0,14603001.0,20331557.5,20000000.0,2004-10-29,r,107.0,new line,original screenplay,drama,contemporary fiction,unknown,39.0,6.3,25.0,2004.0,-5396999.0,-26.984995
Becoming Jane,18663911.0,37304637.0,8061456.0,16500000.0,2007-08-03,pg,120.0,miramax,based on real life events,romantic comedy,dramatization,unknown,58.0,7.0,15167.0,2007.0,20804637.0,126.0887090909091
The Bank Job,30060660.0,63060660.0,17254299.0,20000000.0,2008-03-07,r,107.0,lionsgate,based on real life events,thriller/suspense,dramatization,roger donaldson,79.0,7.5,50848.0,2008.0,43060660.0,215.3033
Blade,70141876.0,131237688.0,20331557.5,45000000.0,1998-08-21,r,121.0,new line,based on comic/graphic novel,action,super hero,stephen norrington,55.0,7.0,64896.0,1998.0,86237688.0,191.63930666666667
Blast from the Past,26613620.0,26613620.0,20331557.5,35000000.0,1999-02-12,pg-13,111.0,new line,original screenplay,comedy,contemporary fiction,hugh wilson,60.0,6.4,23243.0,1999.0,-8386380.0,-23.961085714285716
Blade 2,81676888.0,154338601.0,20331557.5,54000000.0,2002-03-22,r,117.0,new line,based on comic/graphic novel,action,super hero,guillermo del toro,55.0,5.5,90.0,2002.0,100338601.0,185.81222407407407
Blade: Trinity,52397389.0,132397389.0,20331557.5,65000000.0,2004-12-08,r,113.0,new line,based on comic/graphic novel,action,super hero,david goyer,55.0,5.7,42477.0,2004.0,67397389.0,103.68829076923076
Blades of Glory,118594548.0,145594548.0,49219041.0,61000000.0,2007-03-30,pg-13,94.0,paramount pictures,original screenplay,comedy,contemporary fiction,unknown,69.0,6.5,51929.0,2007.0,84594548.0,138.6795868852459
Blood Work,26199517.0,26199517.0,20331557.5,50000000.0,2002-08-09,r,110.0,warner bros.,based on book/short story,thriller/suspense,contemporary fiction,clint eastwood,54.0,6.3,16751.0,2002.0,-23800483.0,-47.600966
Zwartboek,4398392.0,4398392.0,20331557.5,22000000.0,2007-04-06,r,107.0,sony pictures classics,based on real life events,thriller/suspense,historical fiction,paul verhoeven,55.0,8.0,27288.0,2007.0,-17601608.0,-80.00730909090909
Black Christmas,16235738.0,16235738.0,28729107.0,9000000.0,2006-12-25,r,90.0,mgm,remake,horror,contemporary fiction,unknown,15.0,4.3,10424.0,2006.0,7235738.0,80.39708888888889
Black Snake Moan,9396870.0,9396870.0,12540785.0,15000000.0,2007-03-02,r,115.0,paramount vantage,original screenplay,drama,contemporary fiction,unknown,66.0,7.1,28145.0,2007.0,-5603130.0,-37.3542
Black Water Transit,0.0,0.0,20331557.5,35000000.0,2008-12-31,unknown,107.0,unknown,based on book/short story,drama,contemporary fiction,unknown,55.0,6.4,15106.0,2008.0,-35000000.0,-100.0
Blindness,3073392.0,14542658.0,20331557.5,25000000.0,2008-10-03,r,107.0,miramax,based on book/short story,thriller/suspense,contemporary fiction,fernando meirelles,42.0,6.6,25508.0,2008.0,-10457342.0,-41.829368
"Legally Blonde 2: Red, White & Blonde",90639088.0,125339088.0,20331557.5,25000000.0,2003-07-02,pg,95.0,mgm,original screenplay,comedy,contemporary fiction,unknown,55.0,6.4,15106.0,2003.0,100339088.0,401.356352
Legally Blonde,96493426.0,141743426.0,20331557.5,18000000.0,2001-07-13,pg-13,97.0,mgm,original screenplay,comedy,contemporary fiction,robert luketic,67.0,6.2,44128.0,2001.0,123743426.0,687.4634777777777
Blood and Wine,1083350.0,1083350.0,20331557.5,26000000.0,1997-02-21,r,107.0,fox searchlight,original screenplay,thriller/suspense,contemporary fiction,bob rafelson,61.0,6.1,4761.0,1997.0,-24916650.0,-95.83326923076923
Blow,52990775.0,83282296.0,20331557.5,30000000.0,2001-04-06,r,123.0,new line,based on book/short story,drama,dramatization,ted demme,54.0,7.4,70218.0,2001.0,53282296.0,177.60765333333333
Ballistic: Ecks vs. Sever,14294842.0,14294842.0,20331557.5,70000000.0,2002-09-20,r,107.0,warner bros.,original screenplay,action,contemporary fiction,unknown,55.0,3.4,11112.0,2002.0,-55705158.0,-79.57879714285714
Blue Crush,40118420.0,51327420.0,20331557.5,30000000.0,2002-08-16,pg-13,105.0,universal,based on magazine article,drama,contemporary fiction,unknown,62.0,5.5,11699.0,2002.0,21327420.0,71.09140000000001
Bamboozled,2185266.0,2373937.0,20331557.5,10000000.0,2000-10-06,r,107.0,new line,original screenplay,drama,contemporary fiction,spike lee,47.0,6.3,5958.0,2000.0,-7626063.0,-76.26062999999999
Big Momma's House 2,70165972.0,137047376.0,21234176.0,40000000.0,2006-01-27,pg-13,107.0,20th century fox,original screenplay,comedy,contemporary fiction,unknown,6.0,4.0,11368.0,2006.0,97047376.0,242.61844
"Story of Bonnie and Clyde, The",0.0,0.0,20331557.5,20000000.0,,unknown,107.0,unknown,unknown,unknown,unknown,unknown,55.0,6.4,15106.0,,-20000000.0,-100.0
The Boondock Saints,30471.0,250000.0,7468574.0,7000000.0,2000-01-21,r,107.0,indican pictures,original screenplay,action,unknown,unknown,19.0,7.8,86172.0,2000.0,-6750000.0,-96.42857142857143
Bandidas,0.0,10496317.0,7921142.0,35000000.0,2006-09-22,pg-13,107.0,20th century fox,original screenplay,western,historical fiction,unknown,62.0,5.6,12103.0,2006.0,-24503683.0,-70.01052285714286
Bandits,41523271.0,71523271.0,20331557.5,75000000.0,2001-10-12,pg-13,123.0,mgm,original screenplay,comedy,contemporary fiction,barry levinson,63.0,6.5,30732.0,2001.0,-3476729.0,-4.635638666666667
Bobby,11242801.0,20597806.0,12345494.0,14000000.0,2006-11-17,r,120.0,mgm,based on real life events,drama,dramatization,emilio estevez,46.0,7.1,23262.0,2006.0,6597806.0,47.127185714285716
Boogeyman,46752382.0,67192859.0,20331557.5,20000000.0,2005-02-04,pg-13,107.0,sony/screen gems,original screenplay,horror,contemporary fiction,unknown,13.0,3.9,13901.0,2005.0,47192859.0,235.964295
The Other Boleyn Girl,26814957.0,72944278.0,8245298.0,40000000.0,2008-02-29,pg-13,107.0,sony pictures,based on book/short story,drama,historical fiction,unknown,41.0,6.7,26198.0,2008.0,32944278.0,82.36069499999999
The Bone Collector,66488090.0,151463090.0,20331557.5,48000000.0,1999-11-05,r,118.0,universal,based on book/short story,thriller/suspense,contemporary fiction,phillip noyce,27.0,6.3,46961.0,1999.0,103463090.0,215.54810416666666
Bones,7316658.0,8378853.0,20331557.5,10000000.0,2001-10-24,r,107.0,new line,original screenplay,horror,contemporary fiction,unknown,22.0,3.9,3524.0,2001.0,-1621147.0,-16.21147
Bon Voyage,2353728.0,8361736.0,20331557.5,20000000.0,2004-03-19,pg-13,107.0,sony pictures,original screenplay,comedy,historical fiction,unknown,76.0,6.5,622.0,2004.0,-11638264.0,-58.191320000000005
Boogie Nights,26410771.0,43111725.0,20331557.5,15000000.0,1997-10-10,r,152.0,new line,original screenplay,drama,historical fiction,paul thomas anderson,92.0,7.9,70962.0,1997.0,28111725.0,187.4115
The Borrowers,22619589.0,54045832.0,20331557.5,29000000.0,1998-02-13,pg,83.0,polygram,based on book/short story,comedy,fantasy,peter hewitt,55.0,5.6,4340.0,1998.0,25045832.0,86.36493793103448
My Boss's Daughter,15549702.0,15549702.0,20331557.5,14000000.0,2003-08-22,pg-13,107.0,miramax/dimension,original screenplay,romantic comedy,contemporary fiction,david zucker,9.0,4.3,10919.0,2003.0,1549702.0,11.0693
Bounce,36779296.0,53399300.0,20331557.5,35000000.0,2000-11-17,pg-13,106.0,miramax,original screenplay,drama,contemporary fiction,unknown,51.0,5.5,10702.0,2000.0,18399300.0,52.56942857142857
Bowling for Columbine,21576018.0,58576018.0,20331557.5,3000000.0,2002-10-11,r,107.0,mgm,based on real life events,documentary,factual,michael moore,96.0,8.2,76928.0,2002.0,55576018.0,1852.5339333333336
Boys Don't Cry,11540607.0,20741000.0,20331557.5,2000000.0,1999-10-08,r,107.0,fox searchlight,original screenplay,drama,dramatization,kimberly peirce,88.0,7.6,34435.0,1999.0,18741000.0,937.05
The Boy in the Striped Pyjamas,9030581.0,39830581.0,9647546.0,12500000.0,2008-11-07,pg-13,94.0,miramax,based on book/short story,drama,historical fiction,unknown,55.0,7.8,21683.0,2008.0,27330581.0,218.644648
Bulletproof Monk,23010607.0,23010607.0,20331557.5,52000000.0,2003-04-16,pg-13,107.0,mgm,based on comic/graphic novel,action,fantasy,unknown,22.0,5.2,17130.0,2003.0,-28989393.0,-55.748832692307694
Heartbreakers,40334024.0,57753825.0,20331557.5,38000000.0,2001-03-23,pg-13,124.0,mgm,original screenplay,comedy,contemporary fiction,unknown,52.0,6.2,20962.0,2001.0,19753825.0,51.98374999999999
Bride & Prejudice,6601079.0,22064531.0,20331557.5,7000000.0,2005-02-11,pg-13,107.0,miramax,based on book/short story,musical,contemporary fiction,gurinder chadha,55.0,6.2,9442.0,2005.0,15064531.0,215.2075857142857
Beyond Borders,4426297.0,11427090.0,20331557.5,60000000.0,2003-10-24,r,107.0,paramount pictures,original screenplay,drama,historical fiction,martin campbell,14.0,6.2,9575.0,2003.0,-48572910.0,-80.95485
Bride Wars,58715510.0,115150424.0,29943338.0,30000000.0,2009-01-09,pg,107.0,20th century fox,original screenplay,comedy,contemporary fiction,unknown,12.0,5.0,15762.0,2009.0,85150424.0,283.83474666666666
Breakfast of Champions,178287.0,178287.0,20331557.5,12000000.0,1999-09-17,r,107.0,walt disney pictures,based on book/short story,comedy,unknown,alan rudolph,25.0,4.3,5033.0,1999.0,-11821713.0,-98.514275
Brigham City,852206.0,852206.0,20331557.5,1000000.0,2001-04-06,pg-13,107.0,excel entertainment,original screenplay,thriller/suspense,unknown,unknown,71.0,7.1,758.0,2001.0,-147794.0,-14.7794
Brick,2075743.0,3918941.0,5013655.0,450000.0,2006-03-31,r,107.0,focus/rogue pictures,original screenplay,drama,contemporary fiction,unknown,55.0,7.5,37204.0,2006.0,3468941.0,770.8757777777778
Bringing Out The Dead,16640210.0,16640210.0,20331557.5,32000000.0,1999-10-22,r,120.0,paramount pictures,based on book/short story,black comedy,contemporary fiction,martin scorsese,71.0,6.8,31079.0,1999.0,-15359790.0,-47.99934375
Breakdown,50159144.0,50159144.0,20331557.5,36000000.0,1997-05-02,r,93.0,paramount pictures,original screenplay,thriller/suspense,contemporary fiction,jonathan mostow,79.0,6.4,15106.0,1997.0,14159144.0,39.330955555555555
Brooklyn's Finest,27163593.0,28319627.0,9300674.0,25000000.0,2010-03-05,r,107.0,overture films,remake,thriller/suspense,contemporary fiction,antoine fuqua,55.0,6.9,14034.0,2010.0,3319627.0,13.278508
Breakin' All the Rules,12232382.0,12512317.0,20331557.5,9000000.0,2004-05-14,pg-13,107.0,20th century fox,original screenplay,romantic comedy,contemporary fiction,unknown,33.0,5.3,2643.0,2004.0,3512317.0,39.02574444444444
An Alan Smithee Film: Burn Hollywood Burn,45779.0,45779.0,20331557.5,10000000.0,1998-02-27,r,107.0,walt disney pictures,original screenplay,comedy,unknown,arthur hiller,55.0,3.5,2152.0,1998.0,-9954221.0,-99.54221
Barney's Version,0.0,0.0,20331557.5,30000000.0,,unknown,107.0,unknown,unknown,unknown,unknown,unknown,55.0,6.4,15106.0,,-30000000.0,-100.0
Brooklyn Rules,458232.0,458232.0,20331557.5,8000000.0,2007-05-18,r,99.0,lionsgate,original screenplay,drama,historical fiction,unknown,55.0,6.4,2797.0,2007.0,-7541768.0,-94.27210000000001
Boiler Room,16963963.0,28773637.0,20331557.5,9000000.0,2000-02-18,r,107.0,new line,original screenplay,drama,contemporary fiction,unknown,67.0,6.9,22979.0,2000.0,19773637.0,219.70707777777778
The Brothers Solomon,900926.0,900926.0,20331557.5,10000000.0,2007-09-07,r,107.0,sony/screen gems,original screenplay,comedy,contemporary fiction,unknown,15.0,5.2,6044.0,2007.0,-9099074.0,-90.99074
Brown Sugar,27362712.0,28315272.0,20331557.5,8000000.0,2002-10-11,pg-13,109.0,20th century fox,original screenplay,romantic comedy,contemporary fiction,unknown,64.0,6.0,2745.0,2002.0,20315272.0,253.9409
Bright Star,4444637.0,9469105.0,20331557.5,8500000.0,2010-01-26,pg,107.0,apparition,based on real life events,drama,dramatization,jane campion,55.0,7.1,5957.0,2010.0,969105.0,11.401235294117647
Brother,450594.0,450594.0,20331557.5,12000000.0,2001-07-20,r,107.0,sony pictures classics,original screenplay,thriller/suspense,unknown,unknown,55.0,7.1,10831.0,2001.0,-11549406.0,-96.24504999999999
In Bruges,7800825.0,30782621.0,3467377.0,15000000.0,2008-02-08,r,107.0,focus features,original screenplay,comedy,contemporary fiction,unknown,80.0,8.1,97876.0,2008.0,15782621.0,105.21747333333333
The Brown Bunny,366301.0,630427.0,20331557.5,10000000.0,2004-08-27,,107.0,wellspring,original screenplay,drama,contemporary fiction,vincent gallo,55.0,4.9,7465.0,2004.0,-9369573.0,-93.69573
Barbershop 2: Back in Business,65070412.0,65842412.0,20331557.5,18000000.0,2004-02-06,pg-13,106.0,mgm,original screenplay,comedy,contemporary fiction,unknown,55.0,5.5,4848.0,2004.0,47842412.0,265.79117777777776
Barbershop,75781642.0,77081642.0,20331557.5,12000000.0,2002-09-13,pg-13,103.0,mgm,original screenplay,comedy,contemporary fiction,tim story,82.0,6.2,11164.0,2002.0,65081642.0,542.3470166666666
Best in Show,18621249.0,20695413.0,20331557.5,6000000.0,2000-09-27,pg-13,90.0,warner bros.,original screenplay,comedy,contemporary fiction,christopher guest,94.0,7.4,24484.0,2000.0,14695413.0,244.92354999999998
Bad Santa,60060328.0,60063017.0,20331557.5,18000000.0,2003-11-26,r,91.0,miramax/dimension,original screenplay,comedy,contemporary fiction,terry zwigoff,77.0,7.3,45022.0,2003.0,42063017.0,233.68342777777778
Blue Streak,68208190.0,117448157.0,20331557.5,36000000.0,1999-09-17,pg-13,95.0,sony pictures,original screenplay,action,contemporary fiction,les mayfield,35.0,5.9,23545.0,1999.0,81448157.0,226.24488055555557
The Butterfly Effect,57924679.0,96046844.0,20331557.5,13000000.0,2004-01-23,r,113.0,new line,original screenplay,thriller/suspense,science fiction,unknown,33.0,7.8,102982.0,2004.0,83046844.0,638.821876923077
"O Brother, Where Art Thou",45506619.0,65976782.0,20331557.5,26000000.0,2000-12-22,pg-13,102.0,walt disney pictures,traditional/legend/fairytale,comedy,historical fiction,joel coen,55.0,6.4,15106.0,2000.0,39976782.0,153.75685384615386
Boat Trip,8586376.0,14933713.0,20331557.5,15000000.0,2003-03-21,r,107.0,artisan,original screenplay,comedy,contemporary fiction,unknown,7.0,4.7,13258.0,2003.0,-66287.0,-0.4419133333333334
Bubba Ho-Tep,1239183.0,1239183.0,20331557.5,1000000.0,2003-09-19,r,107.0,vitagraph films,based on book/short story,comedy,fantasy,unknown,55.0,7.3,23110.0,2003.0,239183.0,23.918300000000002
Bubble,145382.0,145382.0,20331557.5,1600000.0,2006-01-27,r,107.0,magnolia pictures,original screenplay,drama,contemporary fiction,steven soderbergh,55.0,4.6,101.0,2006.0,-1454618.0,-90.913625
Bubble Boy,5002310.0,5002310.0,20331557.5,13000000.0,2001-08-24,pg-13,107.0,walt disney pictures,original screenplay,comedy,contemporary fiction,unknown,30.0,5.4,11073.0,2001.0,-7997690.0,-61.5206923076923
Buffalo '66,2380606.0,2380606.0,20331557.5,1500000.0,1998-06-26,r,107.0,lionsgate,original screenplay,comedy,contemporary fiction,vincent gallo,78.0,7.3,17762.0,1998.0,880606.0,58.70706666666666
Buffalo Soldiers,353743.0,353743.0,20331557.5,15000000.0,2003-07-25,r,107.0,miramax,based on book/short story,comedy,historical fiction,unknown,55.0,6.9,13510.0,2003.0,-14646257.0,-97.64171333333334
Bulworth,26528684.0,29203383.0,20331557.5,30000000.0,1998-05-15,r,107.0,20th century fox,original screenplay,comedy,contemporary fiction,warren beatty,75.0,6.8,15486.0,1998.0,-796617.0,-2.6553899999999997
W.,25534493.0,28575778.0,7871296.0,25100000.0,2008-10-17,pg-13,131.0,lionsgate,based on real life events,drama,dramatization,oliver stone,60.0,6.4,15106.0,2008.0,3475778.0,13.847721115537848
Bowfinger,66458769.0,98699769.0,20331557.5,55000000.0,1999-08-13,pg-13,96.0,universal,original screenplay,comedy,contemporary fiction,frank oz,79.0,6.4,33389.0,1999.0,43699769.0,79.45412545454545
Barnyard: The Original Party Animals,72779000.0,116618084.0,65043181.0,51000000.0,2006-08-04,pg,90.0,paramount pictures,original screenplay,comedy,kids fiction,steve oedekerk,23.0,6.4,15106.0,2006.0,65618084.0,128.66290980392156
Beyond the Sea,6144806.0,7061637.0,20331557.5,24000000.0,2004-12-17,pg-13,107.0,lionsgate,based on real life events,drama,dramatization,kevin spacey,42.0,6.6,8002.0,2004.0,-16938363.0,-70.57651249999999
Cabin Fever,21158188.0,30553394.0,20331557.5,1500000.0,2003-09-12,r,107.0,lionsgate,original screenplay,horror,contemporary fiction,eli roth,55.0,5.4,28417.0,2003.0,29053394.0,1936.8929333333333
CachÃˆ,3647381.0,17147381.0,20331557.5,8000000.0,2005-12-23,r,107.0,sony pictures classics,original screenplay,drama,contemporary fiction,unknown,55.0,5.5,26.0,2005.0,9147381.0,114.34226249999999
Cadillac Records,8138000.0,8138000.0,10049741.0,12000000.0,2008-12-05,r,108.0,sony pictures,based on real life events,drama,dramatization,unknown,67.0,6.7,5026.0,2008.0,-3862000.0,-32.18333333333334
Can't Hardly Wait,25358996.0,25358996.0,20331557.5,10000000.0,1998-06-12,pg-13,98.0,sony pictures,original screenplay,comedy,contemporary fiction,unknown,44.0,6.2,19470.0,1998.0,15358996.0,153.58996
Capote,28750530.0,46309352.0,17031573.0,7000000.0,2005-09-30,r,107.0,sony pictures classics,based on real life events,drama,dramatization,bennett miller,90.0,7.6,41472.0,2005.0,39309352.0,561.5621714285714
Sukkar banat,1060591.0,14253760.0,20331557.5,1600000.0,2008-02-01,pg,107.0,roadside attractions,original screenplay,romantic comedy,contemporary fiction,unknown,55.0,7.0,3799.0,2008.0,12653760.0,790.86
The Rage: Carrie 2,17760244.0,17760244.0,20331557.5,21000000.0,1999-03-12,r,101.0,mgm,based on book/short story,horror,contemporary fiction,unknown,16.0,4.3,7235.0,1999.0,-3239756.0,-15.427409523809525
Cats Don't Dance,3588602.0,3588602.0,20331557.5,32000000.0,1997-03-26,g,107.0,warner bros.,original screenplay,musical,fantasy,mark dindal,67.0,6.9,1663.0,1997.0,-28411398.0,-88.78561875
Cecil B. Demented,1276984.0,1953882.0,20331557.5,10000000.0,2000-08-11,r,107.0,artisan,original screenplay,black comedy,contemporary fiction,john waters,51.0,5.9,7565.0,2000.0,-8046118.0,-80.46118
The Country Bears,16988996.0,16988996.0,20331557.5,20000000.0,2002-07-26,g,107.0,walt disney pictures,disney ride,adventure,kids fiction,unknown,27.0,3.8,2021.0,2002.0,-3011004.0,-15.055019999999999
Center Stage,17200925.0,17200925.0,20331557.5,18000000.0,2000-05-12,pg-13,107.0,sony pictures,original screenplay,drama,contemporary fiction,unknown,42.0,6.2,7968.0,2000.0,-799075.0,-4.439305555555555
The Corpse Bride,53359111.0,117359111.0,20331557.5,30000000.0,2005-09-16,pg,77.0,warner bros.,traditional/legend/fairytale,adventure,fantasy,tim burton,55.0,6.4,15106.0,2005.0,87359111.0,291.19703666666663
Critical Care,220175.0,220175.0,20331557.5,12000000.0,1997-10-31,r,107.0,unknown,unknown,unknown,unknown,sidney lumet,53.0,6.0,895.0,1997.0,-11779825.0,-98.16520833333333
Connie & Carla,8047525.0,8047525.0,20331557.5,20000000.0,2004-04-16,pg-13,107.0,universal,original screenplay,comedy,contemporary fiction,michael lembeck,44.0,6.0,4359.0,2004.0,-11952475.0,-59.762375
Crocodile Dundee in Los Angeles,25590119.0,39393111.0,20331557.5,25000000.0,2001-04-20,pg,95.0,paramount pictures,original screenplay,adventure,contemporary fiction,simon wincer,12.0,4.6,7082.0,2001.0,14393111.0,57.572444
Celebrity,5078660.0,6200000.0,20331557.5,12000000.0,1998-11-20,r,107.0,miramax,original screenplay,comedy,contemporary fiction,woody allen,41.0,6.1,10978.0,1998.0,-5800000.0,-48.333333333333336
The Cell,61280963.0,61280963.0,20331557.5,35000000.0,2000-08-18,r,109.0,new line,original screenplay,thriller/suspense,science fiction,unknown,46.0,6.2,36961.0,2000.0,26280963.0,75.08846571428572
Cellular,32003620.0,45261739.0,20331557.5,45000000.0,2004-09-10,pg-13,94.0,new line,original screenplay,thriller/suspense,contemporary fiction,david r. ellis,54.0,6.5,32534.0,2004.0,261739.0,0.5816422222222223
City of Ember,7871693.0,11817059.0,6086988.0,38000000.0,2008-10-10,pg,94.0,20th century fox,based on book/short story,adventure,fantasy,gil kenan,53.0,6.4,14905.0,2008.0,-26182941.0,-68.90247631578947
Catch a Fire,4299773.0,5699773.0,20331557.5,14000000.0,2006-10-27,pg-13,101.0,focus features,based on real life events,thriller/suspense,dramatization,phillip noyce,76.0,6.8,5959.0,2006.0,-8300227.0,-59.28733571428572
Chasing Amy,12006514.0,15155095.0,20331557.5,250000.0,1997-04-04,r,107.0,miramax,original screenplay,romantic comedy,contemporary fiction,kevin smith,91.0,7.5,63591.0,1997.0,14905095.0,5962.038
Cheaper by the Dozen 2,82571173.0,135015330.0,26537982.0,60000000.0,2005-12-21,pg,94.0,20th century fox,remake,comedy,contemporary fiction,adam shankman,7.0,5.2,11858.0,2005.0,75015330.0,125.02555
Cheri,2715657.0,2715657.0,20331557.5,23000000.0,2009-06-26,r,107.0,miramax,based on book/short story,drama,historical fiction,stephen frears,54.0,6.1,3307.0,2009.0,-20284343.0,-88.19279565217391
Chill Factor,11263966.0,11263966.0,20331557.5,34000000.0,1999-09-01,r,107.0,warner bros.,original screenplay,action,contemporary fiction,unknown,7.0,4.9,5374.0,1999.0,-22736034.0,-66.87068823529412
Bride of Chucky,32404188.0,50692188.0,20331557.5,25000000.0,1998-10-16,r,89.0,universal,original screenplay,horror,fantasy,ronny yu,43.0,5.3,13735.0,1998.0,25692188.0,102.76875199999999
Seed of Chucky,17016190.0,24716190.0,20331557.5,29000000.0,2004-11-12,r,107.0,focus/rogue pictures,original screenplay,horror,contemporary fiction,unknown,32.0,5.1,9897.0,2004.0,-4283810.0,-14.771758620689655
Children of Men,35552383.0,69450202.0,25345271.0,76000000.0,2006-12-25,r,114.0,universal,based on book/short story,thriller/suspense,science fiction,alfonso cuaron,93.0,8.1,158125.0,2006.0,-6549798.0,-8.618155263157895
Chloe,3075255.0,9675172.0,20331557.5,13000000.0,2010-03-26,r,107.0,sony pictures classics,unknown,thriller/suspense,contemporary fiction,atom egoyan,55.0,6.5,8772.0,2010.0,-3324828.0,-25.575599999999998
Love in the Time of Cholera,4617608.0,31077418.0,20331557.5,45000000.0,2007-11-16,r,139.0,new line,based on book/short story,drama,historical fiction,mike newell,27.0,6.2,8580.0,2007.0,-13922582.0,-30.93907111111111
Chocolat,71309760.0,152500343.0,20331557.5,25000000.0,2000-12-15,pg-13,122.0,miramax,based on book/short story,drama,historical fiction,lasse hallstrom,62.0,7.3,56176.0,2000.0,127500343.0,510.00137199999995
The Children of Huang Shi,1031872.0,5527507.0,20331557.5,20000000.0,2008-05-23,r,107.0,sony pictures classics,based on real life events,drama,dramatization,unknown,31.0,6.9,4100.0,2008.0,-14472493.0,-72.362465
Les Choristes,3629758.0,83529758.0,20331557.5,5500000.0,2004-11-26,pg-13,107.0,miramax,remake,drama,historical fiction,unknown,55.0,7.8,16391.0,2004.0,78029758.0,1418.7228727272727
Chuck&Buck,1055671.0,1157672.0,20331557.5,250000.0,2000-07-14,r,107.0,artisan,original screenplay,drama,contemporary fiction,chris weitz,55.0,6.5,3455.0,2000.0,907672.0,363.0688
The Chumscrubber,49526.0,49526.0,20331557.5,6800000.0,2005-08-05,r,107.0,picturehouse,original screenplay,drama,contemporary fiction,unknown,34.0,7.0,10449.0,2005.0,-6750474.0,-99.27167647058823
A Cinderella Story,51438175.0,70067909.0,20331557.5,19000000.0,2004-07-16,pg,95.0,warner bros.,traditional/legend/fairytale,romantic comedy,contemporary fiction,unknown,10.0,5.4,14904.0,2004.0,51067909.0,268.7784684210526
A Civil Action,56709981.0,56709981.0,20331557.5,60000000.0,1998-12-25,pg-13,112.0,walt disney pictures,based on book/short story,drama,contemporary fiction,steven zaillian,61.0,6.4,14244.0,1998.0,-3290019.0,-5.483365
CJ7,206678.0,47300771.0,20331557.5,20000000.0,2008-03-07,pg,107.0,sony pictures classics,original screenplay,comedy,kids fiction,stephen chow,55.0,6.4,15106.0,2008.0,27300771.0,136.503855
The Claim,622023.0,622023.0,20331557.5,13000000.0,2000-12-29,r,107.0,mgm,based on book/short story,western,historical fiction,unknown,63.0,6.5,3681.0,2000.0,-12377977.0,-95.21520769230769
Clean,138711.0,138711.0,20331557.5,10000.0,2006-04-28,r,107.0,palm pictures,original screenplay,drama,contemporary fiction,unknown,55.0,6.4,15106.0,2006.0,128711.0,1287.1100000000001
Code Name: The Cleaner,8135024.0,8135024.0,4492233.0,20000000.0,2007-01-05,pg-13,91.0,new line,original screenplay,comedy,contemporary fiction,les mayfield,4.0,4.0,5277.0,2007.0,-11864976.0,-59.32488
Welcome to Collinwood,378650.0,378650.0,20331557.5,12000000.0,2002-10-04,r,107.0,warner bros.,unknown,unknown,unknown,unknown,53.0,6.2,7887.0,2002.0,-11621350.0,-96.84458333333333
Clerks II,24148068.0,25894473.0,26411041.0,5000000.0,2006-07-21,r,107.0,mgm,original screenplay,comedy,contemporary fiction,kevin smith,63.0,7.7,56668.0,2006.0,20894473.0,417.88946
Maid in Manhattan,93932896.0,154832896.0,20331557.5,55000000.0,2002-12-13,pg-13,105.0,sony pictures,original screenplay,romantic comedy,contemporary fiction,wayne wang,39.0,4.6,30370.0,2002.0,99832896.0,181.51435636363635
The Company,2281585.0,3396508.0,20331557.5,15000000.0,2003-12-25,pg-13,107.0,sony pictures,original screenplay,drama,contemporary fiction,robert altman,69.0,6.2,3649.0,2003.0,-11603492.0,-77.35661333333333
The Contender,17804273.0,17804273.0,20331557.5,9000000.0,2000-10-13,r,107.0,dreamworks skg,original screenplay,drama,contemporary fiction,rod lurie,76.0,6.9,13709.0,2000.0,8804273.0,97.82525555555556
Die Fâ€°lscher,5488570.0,19416495.0,20331557.5,6250000.0,2008-02-22,r,107.0,sony pictures classics,based on real life events,drama,dramatization,unknown,55.0,7.6,16525.0,2008.0,13166495.0,210.66392000000002
Control,871577.0,5645350.0,20331557.5,6400000.0,2007-10-10,r,107.0,weinstein co.,based on book/short story,drama,dramatization,unknown,87.0,7.8,19466.0,2007.0,-754650.0,-11.79140625
Centurion,119621.0,119621.0,20331557.5,15000000.0,2010-08-27,unknown,107.0,magnolia pictures,unknown,unknown,unknown,unknown,55.0,6.5,8997.0,2010.0,-14880379.0,-99.20252666666667
Coach Carter,67264877.0,76669806.0,20331557.5,45000000.0,2005-01-14,pg-13,136.0,paramount pictures,original screenplay,drama,contemporary fiction,unknown,65.0,7.1,23526.0,2005.0,31669806.0,70.37734666666667
Confessions of a Dangerous Mind,16007718.0,33013805.0,20331557.5,29000000.0,2002-12-31,r,107.0,miramax,based on book/short story,drama,dramatization,george clooney,79.0,7.1,36258.0,2002.0,4013805.0,13.840706896551724
